"GEO_ID","NAME","B25111_001E","B25111_001M","B25111_002E","B25111_002M","B25111_003E","B25111_003M","B25111_004E","B25111_004M","B25111_005E","B25111_005M","B25111_006E","B25111_006M","B25111_007E","B25111_007M","B25111_008E","B25111_008M","B25111_009E","B25111_009M","B25111_010E","B25111_010M",
"Geography","Geographic Area Name","Estimate!!Median gross rent!!Total","Margin of Error!!Median gross rent!!Total","Estimate!!Median gross rent!!Total!!Built 2010 or later","Margin of Error!!Median gross rent!!Total!!Built 2010 or later","Estimate!!Median gross rent!!Total!!Built 2000 to 2009","Margin of Error!!Median gross rent!!Total!!Built 2000 to 2009","Estimate!!Median gross rent!!Total!!Built 1990 to 1999","Margin of Error!!Median gross rent!!Total!!Built 1990 to 1999","Estimate!!Median gross rent!!Total!!Built 1980 to 1989","Margin of Error!!Median gross rent!!Total!!Built 1980 to 1989","Estimate!!Median gross rent!!Total!!Built 1970 to 1979","Margin of Error!!Median gross rent!!Total!!Built 1970 to 1979","Estimate!!Median gross rent!!Total!!Built 1960 to 1969","Margin of Error!!Median gross rent!!Total!!Built 1960 to 1969","Estimate!!Median gross rent!!Total!!Built 1950 to 1959","Margin of Error!!Median gross rent!!Total!!Built 1950 to 1959","Estimate!!Median gross rent!!Total!!Built 1940 to 1949","Margin of Error!!Median gross rent!!Total!!Built 1940 to 1949","Estimate!!Median gross rent!!Total!!Built 1939 or earlier","Margin of Error!!Median gross rent!!Total!!Built 1939 or earlier",
"0500000US06055","Napa County, California","1376","39","1417","447","1513","143","1426","178","1254","100","1329","94","1526","94","1393","89","1267","124","1344","167",
"0500000US06057","Nevada County, California","1190","74","1452","333","1211","280","1118","125","1423","88","1276","83","977","55","886","139","1041","238","1117","165",
"0500000US06059","Orange County, California","1522","9","1877","79","1801","22","1687","21","1576","20","1474","11","1425","12","1439","17","1412","36","1367","45",
"0500000US06061","Placer County, California","1277","28","1348","250","1492","58","1418","59","1246","63","1081","68","1070","84","1108","66","996","88","1096","90",
"0500000US06063","Plumas County, California","824","41","-","**","886","347","853","156","779","247","736","85","1084","120","830","100","804","69","834","115",
"0500000US06065","Riverside County, California","1182","9","1060","88","1504","26","1279","37","1154","15","1045","17","995","22","1050","28","1054","37","1061","57",
"0500000US06067","Sacramento County, California","1035","9","841","104","1313","29","1142","24","1027","18","961","11","923","17","1033","25","1001","36","1001","37",
"0500000US06069","San Benito County, California","1265","69","668","142","1651","145","1667","126","1336","227","1169","183","1086","126","1049","132","1257","239","1239","158",
"0500000US06071","San Bernardino County, California","1113","7","1252","150","1362","24","1190","24","1129","13","1048","16","1015","22","1032","23","998","26","964","27",
"0500000US06073","San Diego County, California","1328","7","1767","99","1721","25","1550","27","1353","15","1253","14","1181","13","1244","17","1186","28","1178","23",
"0500000US06075","San Francisco County, California","1533","18","2,000+","***","1747","160","1549","119","1586","61","1531","55","1509","51","1542","56","1484","56","1522","26",
"0500000US06077","San Joaquin County, California","1033","15","1074","276","1536","61","1245","59","1053","30","956","19","906","29","975","31","861","51","928","35",
"0500000US06079","San Luis Obispo County, California","1226","18","1320","281","1362","60","1196","92","1187","35","1259","45","1205","53","1166","68","1179","87","1219","90",
"0500000US06081","San Mateo County, California","1664","17","2,000+","***","1807","69","1673","69","1677","56","1674","33","1575","43","1679","34","1737","54","1590","73",
"0500000US06083","Santa Barbara County, California","1357","25","1627","296","1490","84","1345","76","1343","47","1346","53","1332","55","1378","57","1210","69","1454","97",
"0500000US06085","Santa Clara County, California","1637","11","2,000+","***","1753","41","1716","30","1659","26","1618","18","1582","27","1642","40","1619","73","1399","65",
"0500000US06087","Santa Cruz County, California","1427","28","1433","588","1308","122","1425","151","1358","75","1533","54","1427","73","1435","107","1379","103","1393","85",
"0500000US06089","Shasta County, California","932","21","596","973","1160","66","1091","79","951","33","875","35","813","49","906","69","851","185","787","78",
"0500000US06091","Sierra County, California","1010","122","-","**","-","**","-","**","1054","153","1102","729","-","**","-","**","850","877","1085","57",
"0500000US06093","Siskiyou County, California","799","40","967","106","738","38","925","58","899","78","807","110","851","107","764","53","820","116","689","66",
"0500000US06095","Solano County, California","1290","21","2,000+","***","1467","85","1373","72","1382","39","1240","38","1178","51","1269","47","1241","60","1078","53",
"0500000US06097","Sonoma County, California","1302","20","1070","140","1366","66","1407","56","1344","38","1252","33","1267","54","1293","40","1228","55","1258","74",
"0500000US06099","Stanislaus County, California","993","12","778","102","1257","64","1101","43","997","27","957","19","940","28","910","40","935","31","911","40",
"0500000US06101","Sutter County, California","898","29","438","1155","1211","69","1116","138","848","39","827","47","768","55","927","42","792","98","855","55",
"0500000US06103","Tehama County, California","833","25","-","**","974","109","905","108","831","39","827","55","717","98","807","172","591","275","860","48",
"0500000US06105","Trinity County, California","802","113","-","**","1188","1104","1125","515","471","589","756","249","744","145","827","116","1108","52","605","81",
"0500000US06107","Tulare County, California","826","13","821","114","889","29","857","43","813","27","802","26","816","45","821","45","790","28","780","33",
"0500000US06109","Tuolumne County, California","924","38","1359","73","1177","99","888","219","879","52","883","76","1073","107","944","45","930","47","682","240",
"0500000US06111","Ventura County, California","1494","16","1554","239","1713","52","1629","48","1620","36","1521","41","1399","32","1376","46","1259","80","1165","57",
"0500000US06113","Yolo County, California","1096","21","1050","143","1285","84","1198","56","1088","36","1080","38","1078","55","1021","94","907","135","915","63",
"0500000US06115","Yuba County, California","884","33","1125","552","1414","83","847","238","837","81","804","47","813","107","886","68","883","219","800","194",
"0500000US08001","Adams County, Colorado","1003","14","1281","128","1141","23","1112","30","985","38","882","26","856","36","1019","49","991","86","988","203",
"0500000US08003","Alamosa County, Colorado","622","51","-","**","603","88","602","534","607","158","532","49","692","120","638","120","975","380","793","43",
"0500000US08005","Arapahoe County, Colorado","1029","13","1312","152","1220","28","1133","28","978","16","944","21","834","40","944","39","907","151","857","97",
"0500000US08007","Archuleta County, Colorado","914","80","918","232","944","198","1098","243","731","85","1019","271","-","**","-","**","786","114","897","343",
"0500000US08009","Baca County, Colorado","526","44","-","**","539","34","-","**","525","129","489","194","475","142","448","920","-","**","538","99",
"0500000US08011","Bent County, Colorado","706","93","-","**","-","**","546","258","728","374","779","100","408","178","769","12","571","562","628","53",
"0500000US08013","Boulder County, Colorado","1149","16","1248","151","1237","52","1213","34","1134","37","1061","39","1147","68","1205","102","1136","134","1125","51",
"0500000US08014","Broomfield County, Colorado","1248","51","1373","92","1367","74","1430","147","1045","199","850","60","805","215","955","278","-","**","739","1138",
"0500000US08015","Chaffee County, Colorado","817","86","-","**","1087","74","871","269","693","256","693","220","788","119","769","138","560","173","806","114",
"0500000US08017","Cheyenne County, Colorado","600","142","-","**","-","**","578","108","675","226","363","104","494","117","764","433","-","**","717","43",
"0500000US08019","Clear Creek County, Colorado","795","45","-","**","443","2208","906","358","768","274","813","108","798","134","781","44","-","**","793","92",
"0500000US08021","Conejos County, Colorado","538","55","-","**","-","**","615","31","373","177","519","93","493","115","503","63","688","141","583","52",
"0500000US08023","Costilla County, Colorado","614","71","-","**","-","**","345","473","425","575","612","178","656","167","-","**","-","**","-","**",
"0500000US08025","Crowley County, Colorado","600","61","-","**","758","329","675","634","464","294","604","123","565","324","640","198","775","147","593","264",
"0500000US08027","Custer County, Colorado","692","101","-","**","757","99","725","234","583","149","600","458","572","232","650","287","-","**","800","253",
"0500000US08029","Delta County, Colorado","810","35","-","**","1046","222","788","211","769","58","811","42","819","165","816","59","854","194","745","270",
"0500000US08031","Denver County, Colorado","913","12","1290","134","1226","32","1063","39","904","27","807","15","842","23","872","21","951","35","892","21",
"0500000US08033","Dolores County, Colorado","643","248","-","**","-","**","588","367","-","**","840","229","-","**","650","565","757","278","-","**",
"0500000US08035","Douglas County, Colorado","1353","31","1452","178","1405","50","1404","57","1226","66","1176","128","809","205","1258","591","1162","617","906","104",
"0500000US08037","Eagle County, Colorado","1231","66","-","**","1134","272","1343","90","1192","188","1201","95","1037","289","1148","111","1650","138","1038","464",
"0500000US08039","Elbert County, Colorado","1109","172","-","**","967","373","1134","110","1496","370","1321","1201","-","**","886","759","590","300","940","188",
"0500000US08041","El Paso County, Colorado","941","12","1370","56","1283","30","1061","34","921","25","785","17","746","25","820","48","775","45","820","30",
"0500000US08043","Fremont County, Colorado","697","38","-","**","687","58","729","73","682","51","702","63","627","60","806","219","874","67","723","169",
"0500000US08045","Garfield County, Colorado","1111","61","1160","114","1441","202","1219","125","991","106","984","96","1058","415","941","314","847","254","1086","214",
"0500000US08047","Gilpin County, Colorado","1043","85","-","**","-","**","1045","159","776","40","1045","144","2,000+","***","-","**","-","**","1129","184",
"0500000US08049","Grand County, Colorado","982","121","-","**","1197","139","783","296","850","653","1000","144","740","167","632","199","1114","373","1059","78",
"0500000US08051","Gunnison County, Colorado","882","51","-","**","1417","124","771","142","730","235","859","66","681","316","918","408","994","203","957","83",
