CoC-Code,Year,Overall Homeless,Overall Chronically Homeless,Unsheltered Homeless,Sheltered Total Homeless,Sheltered ES Homeless,Sheltered TH Homeless,Sheltered SH Homeless,Total Funding,ttl_population,Median Rent,ttl_extreme_poverty,ttl_poverty,Total_Housing_Units,Vacant_Units,pct_change_homeless
WA-500,2015,10122.0,823.0,3803.0,6319.0,3282.0,2993.0,44.0,3218763.0,2016519.0,1204.0,109932.0,226204.0,871836.0,52185.0,13.10760978880321
WA-500,2016,10730.0,814.0,4505.0,6225.0,3200.0,2983.0,42.0,2662264.0,2050328.0,1273.0,106982.0,219317.0,882655.0,50660.0,6.0067180399130615
WA-500,2017,11643.0,2773.0,5485.0,6158.0,3491.0,2624.0,43.0,2252610.0,2089582.0,1379.0,101374.0,212509.0,902107.0,51030.0,8.508853681267482
WA-500,2018,12112.0,3552.0,6320.0,5792.0,3585.0,2166.0,41.0,1909244.0,2133784.0,1494.0,97124.0,203702.0,917904.0,52277.0,4.028171433479333
WA-500,2019,11199.0,2213.0,5228.0,5971.0,4065.0,1863.0,43.0,1358239.0,2165562.0,1606.0,92347.0,193603.0,935471.0,53443.0,-7.53797886393659
WA-500,2020,11751.0,3355.0,5578.0,6173.0,4085.0,2007.0,81.0,47515340.0,2194633.0,1695.0,87585.0,184895.0,952344.0,52283.0,4.9290115188856065
WA-500,2021,5183.0,1301.0,0.0,5183.0,3429.0,1689.0,65.0,50009087.0,2210498.0,1801.0,89200.0,186252.0,957123.0,54815.0,-55.89311547953366
WA-500,2022,13368.0,4705.0,7685.0,5683.0,4141.0,1487.0,55.0,52776589.0,2223603.0,1950.0,95380.0,187794.0,972821.0,56551.0,157.92012348060967
WA-500,2023,14149.0,4575.0,7685.0,6464.0,4885.0,1525.0,54.0,57878099.0,2231897.0,2035.0,97668.0,186954.0,988330.0,60513.0,5.84230999401556
WA-500,2024,16868.0,8397.0,9810.0,7058.0,5601.0,1399.0,58.0,63855086.0,2255985.0,2092.0,103345.0,193848.0,1003284.0,62230.0,19.216905788394946
WA-503,2014,1464.0,224.0,293.0,1171.0,646.0,525.0,0.0,60496.0,794608.0,1021.0,237564.0,99743.0,328924.0,27560.0,0.0
WA-503,2015,1283.0,202.0,341.0,942.0,586.0,356.0,0.0,65656.0,804939.0,1029.0,46881.0,102233.0,331369.0,27783.0,-12.363387978142082
WA-503,2016,1762.0,388.0,494.0,1268.0,874.0,394.0,0.0,0.0,816169.0,1068.0,47854.0,103562.0,333541.0,26435.0,37.33437256430241
WA-503,2017,1321.0,337.0,504.0,817.0,577.0,240.0,0.0,0.0,828520.0,1116.0,48192.0,101328.0,339302.0,26463.0,-25.028376844494893
WA-503,2018,1628.0,366.0,750.0,878.0,743.0,135.0,0.0,0.0,843781.0,1186.0,45833.0,94207.0,343060.0,25361.0,23.23996971990916
WA-503,2019,1486.0,364.0,629.0,857.0,696.0,161.0,0.0,0.0,859999.0,1250.0,44838.0,89714.0,347022.0,23726.0,-8.722358722358726
WA-503,2020,1897.0,646.0,914.0,983.0,816.0,167.0,0.0,3609841.0,874369.0,1338.0,43351.0,83286.0,351346.0,20347.0,27.658142664872145
WA-503,2021,1005.0,249.0,0.0,1005.0,898.0,107.0,0.0,4106168.0,892235.0,1444.0,40873.0,78372.0,355970.0,20001.0,-47.02161307327359
WA-503,2022,1851.0,454.0,667.0,1184.0,1076.0,108.0,0.0,4178515.0,899960.0,1604.0,42273.0,77932.0,360816.0,19033.0,84.17910447761194
WA-503,2023,2148.0,531.0,763.0,1385.0,1264.0,121.0,0.0,4298184.0,903313.0,1722.0,43447.0,80115.0,365748.0,19040.0,16.045380875202596
WA-503,2024,2661.0,651.0,1216.0,1445.0,1311.0,134.0,0.0,4530152.0,908615.0,1806.0,43455.0,80014.0,369709.0,18379.0,23.8826815642458
