CoC-Code,Year,pct_change_homeless,pop_norm,rent_norm,funding_norm,extreme_poverty_rate,poverty_rate,vacancy_rate,homeless_rate,chronic_share,unsheltered_share,sheltered_share,ES_share,TH_share,SH_share
CA-500,2017,13.33537706928265,0.18898509392773202,0.6842842142107105,0.039957636163077216,0.043299373457295384,0.08638348580552302,0.04246296754752745,0.003929976889992538,0.28360833107925343,0.736813632675142,0.263186367324858,0.5858170606372045,0.4141829393627955,0.0
CA-500,2018,-1.893427103056533,0.19004380806416732,0.744137206860343,0.021280401198291436,0.039769003412305444,0.07920290743645797,0.04484756487040947,0.0038340866903174248,0.2948717948717949,0.7510339123242349,0.24896608767576509,0.6373200442967885,0.35160575858250276,0.01107419712070875
CA-500,2019,33.80204025365317,0.1904801509682162,0.7938396919845992,0.020340514220006257,0.03740718866014175,0.07516347451906852,0.0480003568799768,0.005118334458319271,0.2545847929116011,0.816196167319184,0.183803832680816,0.6053811659192825,0.3850896860986547,0.00952914798206278
CA-500,2020,-1.040593447352156,0.19020241429010956,0.8351417570878544,0.12658868893225134,0.03570110189564074,0.07170164056496907,0.05020511409845477,0.005072469508411427,0.2629880270692348,0.8247787610619469,0.1752212389380531,0.7397504456327986,0.24896019013666074,0.0112893642305407
CA-500,2021,-76.04372722540343,0.19103502164086025,0.8855442772138606,0.13590670891432358,0.03321881289948071,0.06654120947880057,0.053639303009465844,0.0012098784127404772,0.44676227727075185,0.0,1.0,0.8518035636679705,0.1408083441981747,0.007388092133854845
CA-500,2022,335.81051716644936,0.18949998659029058,0.9516975848792439,0.13401081648062246,0.035557272965319985,0.06882042572679826,0.05511509007143822,0.005315489233855023,0.2830075787794176,0.7686477861986438,0.2313522138013562,0.8637931034482759,0.13189655172413794,0.004310344827586207
CA-500,2023,-1.246509772636617,0.18798534233380976,0.9849492474623731,0.18305395383283743,0.0356123993645681,0.06864609510211955,0.05724788932439654,0.005291525490747177,0.38705442795112593,0.7473492880945168,0.25265071190548316,0.873701039168665,0.12150279776179057,0.004796163069544364
CA-500,2024,4.95809350701808,0.18775873331181753,1.0,0.16940711667704392,0.037441145457453806,0.0710646700481001,0.056499584309359696,0.005560587344394233,0.3980180873580912,0.7120454108139311,0.28795458918606887,0.8990978950885399,0.09956565319077848,0.0013364517206815904
CA-501,2014,0.0,0.08193181780514096,0.5365768288414421,0.009685994904484744,0.2825186656368384,0.13280861132565866,0.08327069941500796,0.007856118283129206,0.36220349563046195,0.6733770287141073,0.3266229712858926,0.7271858576206403,0.24701385570950787,0.025800286669851888
CA-501,2016,9.176029962546806,0.08403026154558402,0.5712285614280714,0.0063826552383960955,0.05910746496669101,0.124533656242641,0.07745989062843402,0.008362809167532313,0.27615780445969124,0.6229273870783305,0.37707261292166955,0.8328278999241849,0.16110689916603488,0.006065200909780136
CA-501,2017,-1.9725557461406473,0.08543511694522199,0.5981799089954498,0.0032426626306720696,0.05397232604429855,0.11650855273135993,0.08095784576920713,0.008063046486555123,0.3117526975794692,0.6347331583552056,0.3652668416447944,0.8207584830339322,0.17325349301397205,0.005988023952095809
CA-501,2018,-0.014581510644506857,0.08602564639570616,0.6317815890794539,0.003307655659698851,0.052081557542624814,0.10856629761357081,0.08706643822577574,0.00800652946080572,0.25623450488551847,0.6348257255359486,0.3651742744640513,0.8031150159744409,0.18929712460063897,0.0075878594249201275
CA-501,2019,17.179524573428615,0.0865211527367911,0.6632831641582079,0.0033156998823818807,0.04918158398530694,0.1033599230982668,0.08913255507626718,0.009328282400253553,0.37710018668326073,0.6446795270690728,0.35532047293092717,0.8448336252189141,0.14886164623467601,0.006304728546409807
CA-501,2020,1.107654013690107,0.08648720156239688,0.7035351767588379,0.2052865593231863,0.050150925471039616,0.10118800819027643,0.09149726677253377,0.009435309940175675,0.34921221073362874,0.637616937469227,0.362383062530773,0.8393342391304348,0.16066576086956522,0.0
CA-501,2021,-50.76317085179715,0.08560427013362398,0.7455372768638432,0.22669417507667625,0.05272983498605425,0.10311054162545132,0.10747677406602095,0.004693563130184187,0.417,0.0,1.0,0.897,0.103,0.0
CA-501,2022,93.85,0.08416355506162289,0.8106405320266014,0.22053357899660064,0.05379239230064161,0.10484575504124656,0.11601232735094244,0.009254220134433241,0.34704668558163526,0.5670621614650503,0.4329378385349497,0.8736967530533214,0.12630324694667858,0.0
CA-501,2023,-2.218209956151662,0.08270405635171729,0.8466923346167309,0.2274744732574343,0.05447933948537574,0.10582881322583858,0.11880196917933042,0.009208630996480267,0.3323661303086257,0.5799261408599314,0.42007385914006856,0.911773940345369,0.08822605965463108,0.0
CA-501,2024,9.773146926932208,0.08207927438505433,0.8666433321666084,0.230793725468553,0.05834999718529795,0.11151727125650747,0.12212193863030087,0.010185550053968852,0.35912531539108494,0.5231286795626577,0.4768713204373423,0.9181153943058705,0.0818846056941295,0.0
CA-502,2014,0.0,0.1538195121417134,0.46377318865943296,0.029349498762983033,0.2806772603970625,0.12876972284513102,0.06019203810101333,0.0027897026537438306,0.25608614232209737,0.5470505617977528,0.4529494382022472,0.4625322997416021,0.537467700258398,0.0
CA-502,2015,-5.4307116104868935,0.15640512510053514,0.4784739236961848,0.027173993439071915,0.05782014749336421,0.12500200695272648,0.0524719508763126,0.0025945884847795916,0.18564356435643564,0.5933168316831683,0.40668316831683166,0.48326232501521604,0.516737674984784,0.0
CA-502,2016,2.59900990099009,0.15846740782683053,0.5012250612530627,0.026365186533125192,0.0559273537700508,0.12017484587523722,0.04808230824769398,0.0026273787444108776,0.181664656212304,0.5782870928829915,0.42171290711700843,0.5102974828375286,0.4897025171624714,0.0
CA-502,2017,35.802171290711705,0.16095237262960785,0.5414770738536927,0.022683725498413174,0.05255757612067723,0.11307966951185036,0.04662103072886825,0.003512949985552533,0.30325102149582517,0.6862675430804761,0.3137324569195239,0.578708946772367,0.42129105322763305,0.0
CA-502,2018,-2.3627642565286933,0.16244582251390768,0.5859292964648233,0.024296336876360805,0.05078143115521959,0.10566495076442672,0.048297012004478834,0.0033984139498214536,0.316957787481805,0.7028748180494906,0.29712518195050946,0.5890998162890386,0.40416411512553585,0.006736068585425597
CA-502,2019,45.96069868995634,0.16375826643294597,0.6289814490724536,0.02033230267749142,0.04947276283804548,0.09911175366851685,0.050845590169973164,0.004920593930776775,0.2787334829219646,0.7868362004487659,0.2131637995512341,0.6801169590643275,0.30350877192982456,0.016374269005847954
CA-502,2020,1.4335577162802204,0.16425527948295374,0.6664333216660833,0.15603481275297687,0.046708157033925925,0.09298946514851958,0.053804515597581246,0.0049760310266572655,0.29949612879439597,0.7757158657982057,0.22428413420179427,0.7063013698630137,0.2789041095890411,0.014794520547945205
CA-502,2021,-68.71082708614968,0.16538400536066944,0.7150857542877144,0.1679643520893888,0.04513093418914093,0.08913764913670166,0.057308624168415596,0.001546332895225925,0.373134328358209,0.0,1.0,0.7710133542812254,0.22230950510604872,0.006677140612725845
CA-502,2022,282.8358208955224,0.16445376327171998,0.7801890094504725,0.17198566544401347,0.04757347080255189,0.09152310478464955,0.05946478800878534,0.0059534025769370546,0.27988098902226327,0.7320201087514107,0.2679798912485893,0.7944104134762634,0.19640122511485453,0.009188361408882083
CA-502,2023,0.12311480455524659,0.16313599564782105,0.8113405670283514,0.2459649363874025,0.04738451421590842,0.09220637203712095,0.05962811109737033,0.006008881248399109,0.2874269904703351,0.7311199918024388,0.26888000819756125,0.6886432926829268,0.3044969512195122,0.006859756097560976
